Airline,Source,Destination,Additional_Info,Price,Stop_No,Duration_Min,D_Month,D_Day,D_Hour,D_Minutes,A_Hour,A_Minutes,A_Month,A_Day
1,0,5,6,5013,1,240,3,15,8,15,12,15,0,0
4,3,0,5,9663,1,585,6,9,18,55,4,40,6,10
3,0,2,6,4823,0,175,4,6,18,25,21,20,0,0
1,2,1,6,13381,2,1580,6,24,16,55,19,15,6,25
8,1,4,7,3543,0,135,6,1,9,45,12,0,0,0
4,3,0,5,9663,1,585,5,15,18,55,4,40,5,16
4,3,0,5,7064,1,1495,4,1,18,55,19,50,4,2
4,2,1,5,10262,1,715,6,9,7,5,19,0,0,0
1,2,1,6,13013,2,500,6,1,10,55,19,15,0,0
4,2,1,6,15339,2,1045,6,27,19,10,12,35,6,28
2,0,2,6,4937,0,170,4,18,11,40,14,30,0,0
3,2,1,6,6818,1,425,6,6,5,5,12,10,0,0
1,2,1,6,10441,2,1275,5,18,22,0,19,15,5,19
4,2,1,5,5177,1,300,4,3,14,0,19,0,0,0
3,1,4,6,3858,0,145,6,27,11,35,14,0,0,0
3,3,0,6,6534,1,315,5,18,21,0,2,15,5,19
6,2,1,6,6795,1,910,6,15,10,20,1,30,6,16
6,2,1,6,9736,1,705,6,3,7,30,19,15,0,0
4,0,2,6,7229,0,180,5,1,19,50,22,50,0,0
8,2,1,6,4957,1,295,4,24,17,55,22,50,0,0
3,0,5,6,7648,0,165,3,9,6,0,8,45,0,0
8,3,0,6,3873,0,150,6,15,14,55,17,25,0,0
4,3,0,6,14388,1,585,5,12,18,55,4,40,5,13
3,3,0,6,5618,0,160,3,6,17,15,19,55,0,0
6,2,1,6,7408,1,390,6,9,19,0,1,30,6,10
0,2,1,6,13774,1,330,3,3,16,45,22,15,0,0
10,0,2,6,4668,0,160,5,3,7,0,9,40,0,0
4,2,1,6,13082,2,2045,3,21,18,20,4,25,3,23
1,2,1,6,8669,1,925,6,3,3,50,19,15,0,0
3,2,1,6,6316,1,570,6,24,16,0,1,30,6,25
4,2,1,5,12583,1,365,3,6,22,20,4,25,3,7
10,0,5,6,7923,0,160,3,9,16,10,18,50,0,0
2,2,1,6,7378,1,350,3,3,7,0,12,50,0,0
10,0,2,6,4878,0,165,6,3,19,30,22,15,0,0
4,3,0,5,10844,1,1640,5,18,16,30,19,50,5,19
4,0,2,6,7229,0,180,4,3,8,20,11,20,0,0
8,2,1,6,6297,1,315,5,21,6,5,11,20,0,0
4,3,0,5,8529,1,960,6,12,20,0,12,0,6,13
6,2,1,6,13727,1,420,5,18,14,0,21,0,0,0
8,3,0,6,6643,1,520,5,24,8,35,17,15,0,0
6,2,1,6,10197,1,540,5,9,10,0,19,0,0,0
8,3,0,6,4911,0,140,4,21,22,20,0,40,4,22
3,1,4,6,6482,0,140,3,6,5,15,7,35,0,0
4,0,5,6,26890,1,380,3,1,8,55,15,15,0,0
3,3,0,6,3717,1,265,5,18,19,20,23,45,0,0
3,1,4,6,3597,0,140,6,1,13,15,15,35,0,0
1,0,5,6,10846,2,665,3,18,11,5,22,10,0,0
1,0,5,6,14069,1,1015,3,1,5,50,22,45,0,0
4,2,1,5,5177,1,825,4,1,22,50,12,35,4,2
1,2,1,6,14641,2,1545,3,6,5,55,7,40,3,7
3,2,1,6,6442,1,835,6,6,8,35,22,30,0,0
1,2,1,6,5704,1,315,3,21,17,45,23,0,0,0
4,3,0,5,9663,1,1155,5,6,14,5,9,20,5,7
4,2,1,6,14714,1,450,6,6,20,55,4,25,6,7
4,2,1,5,5406,1,540,4,1,10,0,19,0,0,0
10,3,0,6,8610,1,1440,5,15,20,20,20,20,5,16
4,2,1,6,14237,2,1090,6,12,18,25,12,35,6,13
3,0,2,6,4823,0,175,6,9,7,10,10,5,0,0
3,4,3,6,2227,0,90,3,27,20,5,21,35,0,0
4,2,1,5,12373,1,1280,5,18,7,5,4,25,5,19
1,2,1,6,8372,1,375,6,6,13,0,19,15,0,0
4,2,1,6,17024,1,870,3,3,13,55,4,25,3,4
1,4,3,6,3100,0,80,5,27,21,5,22,25,0,0
4,2,1,5,14053,1,775,3,9,6,50,19,45,0,0
3,1,4,6,3540,0,145,5,9,5,15,7,40,0,0
10,3,0,6,9345,1,1350,5,21,20,20,18,50,5,22
4,2,1,5,10368,2,1375,6,1,5,30,4,25,6,2
4,0,5,6,26890,1,325,3,1,7,0,12,25,0,0
8,4,3,6,5755,0,85,3,9,8,50,10,15,0,0
4,0,5,5,7832,1,435,3,21,8,55,16,10,0,0
4,3,0,6,14388,1,740,5,6,8,25,20,45,0,0
1,2,1,6,8839,2,1210,6,27,13,15,9,25,6,28
1,2,1,6,22096,2,1275,3,3,22,0,19,15,3,4
10,1,4,6,3687,0,135,5,27,7,5,9,20,0,0
6,2,1,6,9627,1,630,5,15,8,30,19,0,0,0
6,2,1,6,13542,1,845,3,21,11,30,1,35,3,22
3,0,2,6,4423,0,170,4,27,4,0,6,50,0,0
3,2,1,6,8899,2,985,3,3,4,55,21,20,0,0
8,2,1,6,5583,1,315,4,21,6,5,11,20,0,0
0,2,1,6,6752,1,830,5,27,16,45,6,35,5,28
8,1,4,7,3543,0,135,5,21,8,20,10,35,0,0
4,0,5,5,7832,1,435,3,21,8,0,15,15,0,0
1,3,0,6,10991,2,1625,5,1,5,50,8,55,5,2
4,2,1,5,12898,1,1655,5,27,9,0,12,35,5,28
4,2,1,5,12898,1,300,5,27,14,0,19,0,0,0
2,0,2,6,3398,0,170,5,24,11,40,14,30,0,0
1,2,1,6,5201,0,170,4,24,5,10,8,0,0,0
1,3,0,6,13873,2,920,5,6,10,0,1,20,5,7
1,2,1,6,7384,1,320,6,15,17,40,23,0,0,0
4,2,1,5,10262,1,610,6,6,18,15,4,25,6,7
4,3,0,5,10031,1,1655,3,24,8,25,12,0,3,25
4,3,0,5,12384,1,575,5,6,9,35,19,10,0,0
4,3,0,5,7757,1,1690,5,9,14,5,18,15,5,10
4,0,5,6,17261,1,840,3,6,21,25,11,25,3,7
8,1,4,6,7298,0,155,3,1,9,30,12,5,0,0
4,0,2,6,7229,0,175,4,6,15,15,18,10,0,0
3,3,0,6,4174,0,155,4,1,4,40,7,15,0,0
3,3,0,6,5699,1,280,5,18,17,35,22,15,0,0
1,3,0,6,4880,0,150,4,24,14,15,16,45,0,0
1,2,1,6,15284,1,675,3,6,8,0,19,15,0,0
4,3,0,6,13759,1,475,3,24,8,25,16,20,0,0
10,3,0,6,16092,1,530,3,24,9,55,18,45,0,0
3,4,3,6,4392,0,85,3,9,6,20,7,45,0,0
4,2,1,5,10262,1,940,6,24,20,55,12,35,6,25
8,3,0,7,3841,0,155,6,12,6,55,9,30,0,0
2,0,2,6,5048,0,175,6,1,7,45,10,40,0,0
1,3,0,6,11096,1,805,5,21,7,0,20,25,0,0
3,2,1,6,5073,1,275,4,24,7,35,12,10,0,0
4,2,1,6,19828,1,1110,3,3,9,55,4,25,3,4
10,1,4,6,3739,0,135,3,21,7,5,9,20,0,0
1,2,1,6,10598,2,2295,3,9,5,0,19,15,3,10
4,0,2,5,7229,0,185,6,15,18,55,22,0,0,0
10,3,0,6,8610,1,1550,4,1,17,0,18,50,4,2
10,2,1,6,6216,0,190,5,9,14,40,17,50,0,0
1,0,2,6,6961,0,170,6,9,13,20,16,10,0,0
4,3,0,5,10703,1,690,5,6,9,35,21,5,0,0
4,3,0,6,14151,1,395,5,15,17,0,23,35,0,0
4,3,0,5,8586,1,1655,5,9,6,30,10,5,5,10
3,3,0,6,4488,0,155,4,12,20,20,22,55,0,0
6,2,1,6,7408,1,450,6,15,18,0,1,30,6,16
4,2,1,5,5443,0,195,4,18,11,0,14,15,0,0
4,3,0,5,10539,1,575,6,12,9,35,19,10,0,0
6,2,1,6,7723,1,750,6,1,13,0,1,30,6,2
6,2,1,6,15411,1,680,3,6,7,30,18,50,0,0
4,0,2,6,7229,0,180,5,21,7,10,10,10,0,0
3,3,0,6,4804,0,155,6,21,20,20,22,55,0,0
4,4,3,5,4050,0,90,3,3,2,55,4,25,0,0
4,3,0,6,14151,1,1570,5,18,17,0,19,10,5,19
8,2,1,6,4957,1,295,4,6,17,55,22,50,0,0
1,0,5,6,7591,0,165,3,3,21,10,23,55,0,0
4,3,0,5,11134,1,520,3,24,13,55,22,35,0,0
3,2,1,6,6600,1,425,5,27,5,5,12,10,0,0
1,0,5,6,4966,0,165,3,9,21,10,23,55,0,0
1,2,1,6,15481,2,1490,6,1,6,50,7,40,6,2
8,3,0,6,5515,0,140,3,1,22,20,0,40,3,2
4,2,1,6,14714,1,660,6,15,8,0,19,0,0,0
2,2,1,6,4959,1,540,6,15,10,35,19,35,0,0
4,0,2,6,7229,0,175,4,21,11,10,14,5,0,0
1,2,1,6,6094,0,185,5,15,18,5,21,10,0,0
0,3,0,6,4409,0,155,4,24,10,20,12,55,0,0
6,2,1,6,9794,1,780,5,18,6,0,19,0,0,0
4,4,3,6,5678,0,85,4,3,2,55,4,20,0,0
3,2,1,6,6442,1,455,6,15,8,35,16,10,0,0
10,0,2,6,4878,0,160,5,18,7,0,9,40,0,0
4,3,0,5,12446,1,775,3,24,21,10,10,5,3,25
4,2,1,6,16704,2,1760,5,9,23,5,4,25,5,11
4,0,5,5,9134,1,300,3,15,5,45,10,45,0,0
4,3,0,5,8586,1,520,5,15,20,0,4,40,5,16
4,0,2,5,7229,0,180,6,1,7,10,10,10,0,0
4,0,2,5,6144,0,180,4,21,7,10,10,10,0,0
1,0,2,6,6961,0,165,5,18,10,0,12,45,0,0
4,3,0,5,10844,1,730,5,9,16,30,4,40,5,10
3,1,4,6,3597,0,140,5,21,19,35,21,55,0,0
8,0,5,6,7139,1,475,3,21,10,20,18,15,0,0
1,4,3,6,25139,2,1775,3,6,9,40,15,15,3,7
4,2,1,5,10368,2,1615,6,1,9,40,12,35,6,2
1,2,1,6,5117,1,765,4,6,20,40,9,25,4,7
6,2,1,6,9211,1,455,5,18,11,40,19,15,0,0
8,3,0,6,4174,0,150,4,15,17,10,19,40,0,0
6,2,1,6,10786,1,705,5,27,7,30,19,15,0,0
4,0,5,5,9134,1,1420,3,15,8,0,7,40,3,16
4,2,1,6,13376,2,830,6,1,14,35,4,25,6,2
1,0,5,6,6955,1,770,3,21,22,0,10,50,3,19
4,3,0,5,10844,1,590,5,9,8,25,18,15,0,0
0,3,0,6,3807,0,150,4,1,19,55,22,25,0,0
4,3,0,5,9663,1,1315,5,1,14,5,12,0,5,2
4,2,1,5,12373,1,1570,5,9,2,15,4,25,5,10
8,0,2,6,4991,0,175,5,1,21,10,0,5,5,2
1,2,1,6,6745,1,1215,3,21,23,0,19,15,3,22
4,2,1,5,10262,1,1210,6,15,22,50,19,0,6,16
4,2,1,5,6540,1,655,3,27,17,30,4,25,3,28
8,3,0,6,3873,0,150,4,6,17,10,19,40,0,0
4,2,1,6,15554,1,1270,5,9,21,50,19,0,5,10
3,3,0,6,4804,0,155,5,27,20,20,22,55,0,0
4,2,1,5,7438,1,1240,3,27,23,5,19,45,3,28
0,0,2,6,6181,0,170,5,3,4,55,7,45,0,0
6,2,1,6,9424,1,390,5,1,19,0,1,30,5,2
1,0,5,6,12725,2,1800,3,12,17,25,23,25,3,13
1,0,5,6,6046,1,790,3,15,8,15,21,25,0,0
8,0,2,6,3971,0,175,6,15,21,10,0,5,6,16
4,3,0,6,12692,1,1080,6,6,20,25,14,25,6,7
3,2,1,6,7451,1,480,3,6,14,20,22,20,0,0
4,0,5,6,13817,1,525,3,12,22,55,7,40,3,13
4,3,0,5,10703,1,750,5,6,9,35,22,5,0,0
4,0,5,6,13817,1,800,3,12,21,25,10,45,3,13
4,0,5,6,27210,1,370,3,15,22,55,5,5,3,13
4,3,0,6,13941,1,450,5,18,21,10,4,40,5,19
1,0,5,6,10246,1,1155,3,1,17,0,12,15,3,2
3,3,0,6,4804,0,155,5,6,17,15,19,50,0,0
0,3,0,6,6810,1,720,6,6,22,40,10,40,6,7
4,0,2,5,5198,0,180,5,1,8,20,11,20,0,0
10,0,2,6,5613,0,170,5,3,21,0,23,50,0,0
3,4,3,6,4784,0,85,3,3,21,20,22,45,0,0
4,2,1,5,5406,1,1385,3,21,19,45,18,50,3,22
1,0,2,6,5228,0,170,4,27,13,20,16,10,0,0
4,2,1,5,12898,1,1325,5,27,20,55,19,0,5,28
1,1,4,6,4667,0,135,6,15,11,40,13,55,0,0
4,3,0,6,14781,1,345,5,21,14,5,19,50,0,0
10,0,2,6,5403,0,170,4,21,9,45,12,35,0,0
4,3,0,5,9899,1,570,6,12,14,5,23,35,0,0
4,2,1,5,13029,2,535,5,21,19,30,4,25,5,22
10,3,0,6,9187,1,1065,5,18,17,0,10,45,5,19
3,0,2,6,4823,0,170,5,24,20,0,22,50,0,0
1,2,1,6,8665,2,1305,3,27,21,30,19,15,3,28
3,2,1,6,14871,1,755,3,6,8,25,21,0,0,0
3,4,3,6,4049,0,90,6,21,6,25,7,55,0,0
1,1,4,6,4667,0,135,6,12,11,40,13,55,0,0
3,3,0,6,4226,1,235,4,9,19,55,23,50,0,0
1,0,5,6,7591,0,165,3,3,6,10,8,55,0,0
4,0,5,6,19225,1,450,3,6,5,45,13,15,0,0
4,2,1,5,12898,1,1040,5,27,19,15,12,35,5,28
3,4,3,6,2754,0,90,6,9,12,0,13,30,0,0
8,4,3,7,1965,0,90,5,3,13,15,14,45,0,0
1,3,0,6,12835,2,1830,3,24,16,45,23,15,3,25
5,0,5,6,52229,1,300,3,1,5,45,10,45,0,0
6,2,1,6,14533,1,675,5,15,8,0,19,15,0,0
10,0,2,6,4668,0,170,6,24,9,45,12,35,0,0
4,2,1,6,11822,1,1145,4,9,17,30,12,35,4,10
4,2,1,5,6017,1,395,3,27,21,50,4,25,3,28
4,2,1,6,14714,1,450,6,9,11,30,19,0,0,0
8,1,4,6,3597,0,135,6,9,8,20,10,35,0,0
0,0,2,6,3383,0,165,4,24,11,10,13,55,0,0
1,3,0,6,11642,2,765,5,18,16,50,5,35,5,19
10,0,2,6,5403,0,170,4,27,21,0,23,50,0,0
1,2,1,6,14221,2,1595,3,3,16,40,19,15,3,4
4,3,0,5,8586,1,775,5,18,21,10,10,5,5,19
3,4,3,6,4049,0,90,6,12,9,10,10,40,0,0
4,2,1,5,10262,1,520,6,3,19,45,4,25,6,4
6,2,1,6,7888,1,840,5,21,7,0,21,0,0,0
1,2,1,6,8236,2,1410,3,21,19,45,19,15,3,22
1,2,1,6,12961,2,1795,6,6,13,20,19,15,6,7
4,3,0,5,8586,1,1330,5,9,6,30,4,40,5,10
3,3,0,6,5279,1,290,5,18,8,10,13,0,0,0
2,0,2,6,3419,0,165,6,18,20,55,23,40,0,0
4,2,1,6,13292,2,810,6,15,5,30,19,0,0,0
4,3,0,6,13067,1,800,5,15,20,25,9,45,5,16
3,1,4,6,3597,0,140,5,3,13,15,15,35,0,0
4,2,1,6,15554,1,715,5,18,7,5,19,0,0,0
3,2,1,6,6027,1,310,5,15,17,5,22,15,0,0
4,3,0,6,14781,1,705,5,9,6,30,18,15,0,0
4,2,1,6,13376,2,830,6,1,14,35,4,25,6,2
3,0,2,6,3943,0,180,5,27,21,15,0,15,5,28
2,2,1,6,5842,1,370,6,12,7,25,13,35,0,0
3,1,4,6,4326,0,140,3,15,5,15,7,35,0,0
6,2,1,6,8937,1,645,6,1,8,30,19,15,0,0
1,1,4,6,3670,0,135,3,21,11,40,13,55,0,0
3,0,2,6,4823,0,175,6,18,18,25,21,20,0,0
4,4,3,5,2071,0,90,4,3,19,35,21,5,0,0
6,2,1,5,6093,1,455,6,27,14,55,22,30,0,0
10,3,0,6,11682,1,1595,3,24,20,20,22,55,3,25
3,0,5,6,7774,1,285,3,3,5,25,10,10,0,0
4,3,0,6,13067,1,1285,5,12,17,0,14,25,5,13
3,2,1,6,7514,1,515,5,27,7,35,16,10,0,0
6,2,1,6,6838,1,510,4,9,17,0,1,30,4,10
3,1,4,6,3858,0,135,3,18,13,20,15,35,0,0
6,2,1,6,6795,1,760,6,15,12,50,1,30,6,16
4,2,1,6,16263,2,505,5,27,20,0,4,25,5,28
1,3,0,6,8576,1,1540,5,9,16,50,18,30,5,10
1,0,2,6,5228,0,165,5,6,10,0,12,45,0,0
4,2,1,6,16704,2,1760,5,1,23,5,4,25,5,3
3,3,0,6,8872,0,160,3,24,20,25,23,5,0,0
2,0,2,6,3898,0,170,5,3,11,40,14,30,0,0
8,1,4,7,3332,0,140,3,21,17,45,20,5,0,0
4,3,0,5,5608,1,435,5,21,10,20,17,35,0,0
4,3,0,6,13941,1,1215,5,9,8,25,4,40,5,10
6,2,1,6,9100,1,705,3,21,7,30,19,15,0,0
10,0,2,6,4878,0,155,6,15,17,0,19,35,0,0
3,2,1,6,6416,1,810,6,1,7,30,21,0,0,0
8,4,3,6,2017,0,90,5,12,5,45,7,15,0,0
4,2,1,6,10976,2,1475,3,27,19,10,19,45,3,28
4,3,0,5,10031,1,1235,3,24,19,45,16,20,3,25
3,3,0,6,4462,0,170,3,18,5,30,8,20,0,0
3,2,1,6,5073,1,275,4,1,7,35,12,10,0,0
3,1,4,6,4326,0,140,3,27,5,15,7,35,0,0
7,2,1,6,10161,1,705,3,21,7,30,19,15,0,0
3,4,3,6,3175,0,90,6,12,16,55,18,25,0,0
10,3,0,6,12312,1,770,3,24,20,20,9,10,3,25
4,2,1,6,12604,2,1470,3,21,18,20,18,50,3,22
6,2,1,6,10877,1,690,6,15,7,30,19,0,0,0
3,3,0,6,4226,1,240,5,18,6,20,10,20,0,0
4,2,1,5,5406,1,660,4,6,8,0,19,0,0,0
3,2,1,6,8618,1,325,5,15,2,0,7,25,0,0
3,3,0,6,4174,0,155,4,18,17,15,19,50,0,0
2,2,1,6,10651,1,310,6,1,14,25,19,35,0,0
4,2,1,5,5963,1,610,3,21,18,15,4,25,3,22
4,2,1,5,10368,2,1615,6,12,9,40,12,35,6,13
3,4,3,6,7681,1,435,3,6,15,45,23,0,0,0
6,2,1,6,7485,1,490,5,21,12,50,21,0,0,0
4,0,2,5,4544,0,175,4,3,15,15,18,10,0,0
8,3,0,6,4649,1,315,4,15,15,5,20,20,0,0
10,1,4,6,11982,0,140,5,12,17,45,20,5,0,0
4,4,3,5,4995,0,85,6,24,7,5,8,30,0,0
3,3,0,6,5069,1,290,5,9,8,10,13,0,0,0
8,3,0,6,3873,0,140,6,1,22,20,0,40,6,2
8,3,0,6,3873,0,140,4,27,22,20,0,40,4,28
1,2,1,6,8907,1,795,5,27,9,45,23,0,0,0
4,3,0,5,10844,1,1150,6,9,21,10,16,20,6,10
4,3,0,5,10844,1,1360,5,15,21,10,19,50,5,16
4,3,0,5,9663,1,890,5,6,21,10,12,0,5,7
4,2,1,6,13292,2,910,6,1,21,25,12,35,6,2
4,2,1,6,14441,2,425,6,12,5,30,12,35,0,0
4,4,3,5,4050,0,85,6,9,2,55,4,20,0,0
3,0,5,6,6144,0,175,3,9,21,20,0,15,3,10
3,2,1,6,14871,1,480,3,6,7,30,15,30,0,0
0,0,2,6,4483,0,165,4,18,11,10,13,55,0,0
3,2,1,6,6979,1,895,5,15,10,35,1,30,5,16
4,4,3,6,8040,0,90,6,27,10,20,11,50,0,0
3,2,1,6,7048,1,975,6,1,9,15,1,30,6,2
8,0,2,7,3573,0,170,6,27,9,30,12,20,0,0
3,2,1,6,5054,1,300,5,27,16,0,21,0,0,0
1,2,1,6,8582,1,1335,6,1,21,0,19,15,6,2
0,2,1,6,8759,1,330,6,9,7,55,13,25,0,0
3,2,1,6,6442,1,515,4,27,7,35,16,10,0,0
1,2,1,6,8879,1,925,5,18,3,50,19,15,0,0
4,3,0,5,10031,1,1260,3,24,21,10,18,10,3,25
4,2,1,5,10368,2,810,6,3,5,30,19,0,0,0
3,0,2,6,3943,0,170,6,24,13,0,15,50,0,0
3,2,1,6,14871,1,405,3,3,4,45,11,30,0,0
4,4,3,5,4995,0,90,6,18,8,45,10,15,0,0
6,2,1,5,10791,1,520,6,24,10,20,19,0,0,0
8,4,3,6,2753,0,90,6,3,5,45,7,15,0,0
3,0,2,6,4423,0,170,4,9,10,10,13,0,0,0
0,3,0,6,4409,0,155,5,27,10,20,12,55,0,0
1,3,0,6,6117,1,965,5,9,19,0,11,5,5,10
4,2,1,6,15129,2,1430,5,21,19,10,19,0,5,22
10,3,0,6,9345,1,1625,6,6,20,20,23,25,6,7
10,3,0,6,8085,1,975,5,9,7,10,23,25,0,0
4,2,1,6,15554,1,925,5,6,13,0,4,25,5,7
8,0,2,7,3573,0,170,5,21,9,30,12,20,0,0
6,2,1,6,17073,1,515,3,3,17,0,1,35,3,4
6,2,1,6,6795,1,830,6,9,11,40,1,30,6,10
10,0,5,6,5403,0,160,3,21,7,0,9,40,0,0
3,1,4,6,3540,0,145,5,15,5,15,7,40,0,0
10,2,1,6,6216,0,190,4,24,14,40,17,50,0,0
4,0,2,5,3359,0,175,5,21,15,50,18,45,0,0
4,3,0,5,10844,1,1720,5,24,18,55,23,35,5,25
1,0,2,6,6961,0,170,6,15,13,20,16,10,0,0
0,3,0,6,4107,0,155,4,3,10,20,12,55,0,0
6,2,1,6,13069,1,580,3,21,9,10,18,50,0,0
4,2,1,6,13357,2,1000,6,24,11,45,4,25,6,25
3,2,1,6,6938,1,380,6,1,16,10,22,30,0,0
4,2,1,6,13292,2,1620,6,27,9,35,12,35,6,28
1,0,5,1,26743,2,875,3,1,8,50,23,25,0,0
6,2,1,6,13568,1,730,3,21,6,40,18,50,0,0
6,2,1,6,15353,1,455,3,6,11,40,19,15,0,0
3,1,4,6,3597,0,140,5,15,14,45,17,5,0,0
4,3,0,5,10031,1,1150,3,24,21,10,16,20,3,25
1,3,0,6,14687,2,1200,5,9,9,25,5,25,5,10
4,0,2,5,7229,0,180,6,6,19,50,22,50,0,0
2,2,1,6,10188,1,310,5,9,14,25,19,35,0,0
10,0,5,6,7398,0,160,3,9,7,0,9,40,0,0
4,2,1,6,16704,2,1775,5,18,13,25,19,0,5,19
3,0,5,6,8153,1,295,3,1,16,55,21,50,0,0
4,0,2,6,7229,0,180,4,9,7,10,10,10,0,0
6,2,1,5,6943,1,750,5,27,13,0,1,30,5,28
6,2,1,6,8937,1,755,6,1,6,40,19,15,0,0
1,2,1,6,9400,2,1580,3,3,7,5,9,25,3,4
10,3,0,6,13152,1,795,3,24,7,10,20,25,0,0
3,0,2,6,3419,0,170,6,1,22,10,1,0,6,2
10,3,0,6,7927,1,765,6,12,20,20,9,5,6,13
1,0,5,6,9796,2,980,3,15,5,50,22,10,0,0
10,0,5,6,8028,0,160,3,3,11,30,14,10,0,0
6,2,1,6,10759,2,495,3,6,13,5,21,20,0,0
6,2,1,6,10197,1,720,5,21,7,0,19,0,0,0
1,0,2,6,5228,0,170,6,1,21,5,23,55,0,0
6,2,1,5,9275,1,660,5,18,10,0,21,0,0,0
3,1,4,6,5277,0,140,3,3,22,5,0,25,3,4
4,2,1,5,13848,2,830,5,18,14,35,4,25,5,19
3,2,1,6,6412,1,490,5,15,14,20,22,30,0,0
4,3,0,6,13941,1,730,5,18,16,30,4,40,5,19
10,0,2,6,4668,0,160,5,6,7,0,9,40,0,0
3,0,2,6,3419,0,165,6,18,1,30,4,15,0,0
3,0,2,6,3943,0,170,4,6,22,10,1,0,4,7
1,3,0,6,6528,1,1440,5,24,14,35,14,35,5,25
4,0,2,6,7229,0,180,5,21,17,45,20,45,0,0
6,2,1,6,13542,1,755,3,21,13,0,1,35,3,22
4,3,0,5,8529,1,1550,6,12,18,55,20,45,6,13
4,0,2,6,8016,0,175,6,21,15,15,18,10,0,0
4,2,1,5,13029,2,1025,5,9,19,30,12,35,5,10
4,2,1,6,15129,2,1760,5,9,23,5,4,25,5,11
4,2,1,5,10368,2,535,6,9,19,30,4,25,6,10
1,2,1,6,8666,0,185,3,3,18,5,21,10,0,0
4,2,1,6,15554,1,540,5,18,10,0,19,0,0,0
4,0,5,6,26890,1,625,3,1,5,45,16,10,0,0
4,3,0,6,13067,1,1005,5,21,17,0,9,45,5,22
4,0,2,5,4544,0,165,4,1,6,0,8,45,0,0
10,3,0,6,8452,1,1580,5,21,20,20,22,40,5,22
6,2,1,5,7268,1,795,6,27,6,0,19,15,0,0
6,2,1,6,9627,1,630,5,9,8,30,19,0,0,0
6,2,1,6,9103,1,455,5,9,11,25,19,0,0,0
6,2,1,6,11142,1,660,4,9,8,0,19,0,0,0
3,3,0,6,4148,0,170,3,9,5,30,8,20,0,0
4,3,0,5,10844,1,1545,5,18,16,30,18,15,5,19
6,2,1,6,9646,1,385,6,6,9,45,16,10,0,0
3,4,3,6,12475,0,85,3,1,12,0,13,25,0,0
4,2,1,6,15554,1,1210,5,18,22,50,19,0,5,19
4,2,1,5,10262,1,715,6,27,7,5,19,0,0,0
1,0,2,6,6961,0,170,6,12,13,20,16,10,0,0
4,2,1,5,10262,1,300,6,15,14,0,19,0,0,0
4,2,1,5,10262,1,1620,6,27,16,0,19,0,6,28
3,0,2,6,3943,0,170,5,9,23,30,2,20,5,10
1,4,3,6,3625,0,75,5,24,19,30,20,45,0,0
6,2,1,6,13378,1,615,3,21,9,0,19,15,0,0
4,2,1,6,13882,2,1490,6,15,11,45,12,35,6,16
3,0,2,6,3943,0,170,6,18,5,30,8,20,0,0
1,3,0,6,14687,2,1200,5,15,9,25,5,25,5,16
0,2,1,6,6451,1,330,5,27,7,55,13,25,0,0
10,0,2,6,4878,0,165,6,9,19,30,22,15,0,0
3,2,1,6,8542,1,415,5,9,18,35,1,30,5,10
3,3,0,6,4804,0,165,5,24,9,35,12,20,0,0
3,3,0,6,6711,1,315,6,6,21,0,2,15,6,7
6,2,1,6,16108,1,375,6,15,13,0,19,15,0,0
3,0,2,6,3943,0,170,6,6,0,25,3,15,0,0
1,3,0,6,15422,2,1165,5,24,10,0,5,25,5,25
3,0,5,6,5694,0,175,3,24,21,20,0,15,3,28
4,3,0,6,12681,1,685,4,1,8,25,19,50,0,0
4,3,0,5,8586,1,845,5,1,20,0,10,5,5,2
3,0,5,6,6144,0,165,3,3,0,40,3,25,0,0
3,2,1,6,6015,0,195,4,27,5,35,8,50,0,0
6,2,1,6,7155,1,860,6,27,4,55,19,15,0,0
4,3,0,6,12692,1,750,6,12,9,35,22,5,0,0
1,2,1,6,8277,1,320,5,18,17,40,23,0,0,0
1,2,1,6,9347,2,1580,5,9,7,5,9,25,5,10
1,2,1,6,4939,0,185,3,15,18,5,21,10,0,0
4,4,3,6,5678,0,90,3,12,19,40,21,10,0,0
4,3,0,5,10844,1,425,6,6,16,30,23,35,0,0
4,0,5,5,7280,1,370,3,21,9,45,15,55,0,0
6,2,1,6,7618,1,480,3,21,13,0,21,0,0,0
6,2,1,6,15147,1,725,3,6,8,55,21,0,0,0
4,3,0,6,13941,1,775,5,18,21,10,10,5,5,19
4,3,0,6,11467,1,575,4,1,9,35,19,10,0,0
6,2,1,6,6270,1,910,6,27,10,20,1,30,6,28
6,2,1,6,17057,1,700,3,3,13,55,1,35,3,4
4,0,2,6,8016,0,175,6,3,15,15,18,10,0,0
8,2,1,7,4760,1,270,6,27,8,45,13,15,0,0
8,3,0,7,3815,0,160,3,21,6,55,9,35,0,0
8,3,0,6,4174,0,150,5,1,17,10,19,40,0,0
4,3,0,6,12692,1,1450,6,6,9,35,9,45,6,7
1,3,0,6,15532,2,1700,5,15,9,25,13,45,5,16
4,4,3,5,4995,0,85,6,6,7,5,8,30,0,0
4,2,1,5,12898,1,610,5,27,18,15,4,25,5,28
6,2,1,6,9794,1,690,5,9,7,30,19,0,0,0
1,0,2,6,5228,0,170,5,15,13,20,16,10,0,0
4,2,1,5,10262,1,825,6,27,22,50,12,35,6,28
6,2,1,6,9646,1,385,6,24,9,45,16,10,0,0
4,3,0,6,15149,1,775,5,15,21,10,10,5,5,16
